Geneid	Chr	Start	End	Strand	Length	CRISPR_one	CRISPR_three	CRISPR_two	control_one	control_three	control_two
RNU6-828P	.	.	.	.	.	0	0	0	0	0	0
KIF1B	.	.	.	.	.	1315	1586	1961	1653	2157	1665
ENSG00000264881	.	.	.	.	.	0	0	0	0	0	0
RNU6-37P	.	.	.	.	.	0	0	0	0	0	0
RN7SL731P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000284735	.	.	.	.	.	0	0	0	0	0	0
ENSG00000284642	.	.	.	.	.	4	0	0	4	4	1
PGD	.	.	.	.	.	1305	1406	1441	2310	2908	2985
ENSG00000271989	.	.	.	.	.	0	1	0	0	0	0
CENPS-CORT	.	.	.	.	.	0	1	0	0	0	0
CENPS	.	.	.	.	.	15	25	28	22	48	25
CORT	.	.	.	.	.	0	1	0	3	3	1
DFFA	.	.	.	.	.	643	857	1039	632	992	946
ENSG00000203469	.	.	.	.	.	0	0	0	0	0	0
PEX14	.	.	.	.	.	240	176	237	189	282	198
ENSG00000307253	.	.	.	.	.	1	1	0	0	0	0
ENSG00000287727	.	.	.	.	.	2	3	6	1	2	6
RN7SL614P	.	.	.	.	.	0	2	0	0	0	0
CASZ1	.	.	.	.	.	0	3	2	0	0	0
ENSG00000272078	.	.	.	.	.	2	0	0	0	0	0
ENSG00000298629	.	.	.	.	.	0	0	0	0	0	0
ENSG00000308013	.	.	.	.	.	0	0	0	0	0	0
ENSG00000307983	.	.	.	.	.	0	0	0	0	0	0
ENSG00000307999	.	.	.	.	.	0	0	0	0	0	0
HSPE1P24	.	.	.	.	.	0	0	0	0	0	0
ENSG00000308257	.	.	.	.	.	0	0	0	0	0	0
CIROZ	.	.	.	.	.	0	0	0	0	0	0
CFL1P6	.	.	.	.	.	0	0	1	0	0	0
TARDBP	.	.	.	.	.	1510	1861	1858	1648	2073	1683
MASP2	.	.	.	.	.	19	24	8	12	26	23
SRM	.	.	.	.	.	695	1110	1136	550	685	1032
EXOSC10-AS1	.	.	.	.	.	6	11	15	3	13	8
EXOSC10	.	.	.	.	.	582	714	450	562	747	718
MTOR	.	.	.	.	.	1753	1626	1893	1324	1832	1776
MTOR-AS1	.	.	.	.	.	0	3	3	0	0	1
RNU6-537P	.	.	.	.	.	0	1	0	0	0	0
ANGPTL7	.	.	.	.	.	3	9	2	0	0	0
RNU6-291P	.	.	.	.	.	0	0	0	0	1	0
RPL39P6	.	.	.	.	.	4	1	1	0	3	0
ENSG00000309051	.	.	.	.	.	0	1	1	0	0	1
UBIAD1	.	.	.	.	.	221	424	320	259	329	288
UBE2V2P3	.	.	.	.	.	1	2	2	1	0	2
ENSG00000284646	.	.	.	.	.	0	0	0	0	0	0
ENSG00000302153	.	.	.	.	.	0	0	0	0	0	0
ENSG00000302176	.	.	.	.	.	0	0	0	0	0	0
MTCYBP45	.	.	.	.	.	0	0	0	0	0	0
ENSG00000299102	.	.	.	.	.	0	0	0	0	0	0
DISP3	.	.	.	.	.	0	0	0	4	2	0
ENSG00000285833	.	.	.	.	.	0	0	0	0	0	0
ENSG00000303300	.	.	.	.	.	0	0	0	0	0	0
LINC01647	.	.	.	.	.	0	0	0	0	0	0
ENSG00000284708	.	.	.	.	.	1	0	0	0	0	0
FBXO2	.	.	.	.	.	47	22	77	16	21	21
FBXO44	.	.	.	.	.	82	90	182	61	142	123
MAD2L2	.	.	.	.	.	355	491	379	447	456	621
FBXO6	.	.	.	.	.	11	12	23	9	7	23
DRAXIN	.	.	.	.	.	16	20	46	25	23	0
ENSG00000301523	.	.	.	.	.	1	5	0	2	0	0
ENSG00000305789	.	.	.	.	.	0	0	0	0	0	4
AGTRAP	.	.	.	.	.	364	301	269	313	387	316
C1orf167	.	.	.	.	.	0	0	0	0	0	0
C1orf167-AS1	.	.	.	.	.	0	0	0	0	0	0
MTHFR	.	.	.	.	.	137	118	111	133	188	123
CLCN6	.	.	.	.	.	210	283	238	236	376	265
ENSG00000276470	.	.	.	.	.	0	0	0	0	0	0
ENSG00000278852	.	.	.	.	.	0	0	0	0	0	0
NPPA	.	.	.	.	.	2	6	0	0	0	0
ENSG00000275915	.	.	.	.	.	0	0	0	0	0	0
NPPB	.	.	.	.	.	0	18	0	0	0	2
SBF1P2	.	.	.	.	.	1	0	0	0	0	0
ENSG00000285646	.	.	.	.	.	133	86	114	40	50	90
RNU5E-1	.	.	.	.	.	0	0	0	0	0	0
RNU5E-4P	.	.	.	.	.	6	2	8	2	3	8
KIAA2013	.	.	.	.	.	729	830	864	825	926	856
PLOD1	.	.	.	.	.	1672	1650	1964	2543	3684	2812
ENSG00000287384	.	.	.	.	.	0	2	1	0	0	0
MFN2	.	.	.	.	.	1510	1787	1582	1381	1802	1762
ENSG00000270914	.	.	.	.	.	0	0	0	0	0	0
MIIP	.	.	.	.	.	73	144	84	82	109	102
MIR6729	.	.	.	.	.	0	0	0	0	0	0
RN7SL649P	.	.	.	.	.	0	0	0	0	0	0
TNFRSF8	.	.	.	.	.	0	14	8	0	2	0
RNU6-777P	.	.	.	.	.	0	0	0	0	0	0
RPL23AP89	.	.	.	.	.	0	0	0	0	0	0
ENSG00000285604	.	.	.	.	.	0	0	0	0	0	0
ENSG00000294285	.	.	.	.	.	0	0	0	0	0	0
ENSG00000301863	.	.	.	.	.	0	0	0	0	0	0
MIR7846	.	.	.	.	.	0	0	0	0	0	0
TNFRSF1B	.	.	.	.	.	85	155	123	4	8	3
ENSG00000296888	.	.	.	.	.	0	0	0	0	0	0
MIR4632	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297053	.	.	.	.	.	0	0	0	0	0	0
RPL10P17	.	.	.	.	.	0	0	0	0	0	0
SNORA70	.	.	.	.	.	1	1	3	1	0	2
VPS13D	.	.	.	.	.	1717	1243	1490	963	1226	1129
ENSG00000295309	.	.	.	.	.	1	2	0	1	0	1
SNORA59A	.	.	.	.	.	5	6	2	4	2	9
LINC02766	.	.	.	.	.	0	0	0	0	0	0
ENSG00000309694	.	.	.	.	.	0	0	0	0	0	2
DHRS3	.	.	.	.	.	1467	499	1555	202	219	802
RNU6ATAC18P	.	.	.	.	.	0	0	0	0	0	1
MIR6730	.	.	.	.	.	0	0	2	0	0	0
ENSG00000305650	.	.	.	.	.	5	2	9	1	1	3
ENSG00000288927	.	.	.	.	.	16	2	8	4	3	8
AADACL4	.	.	.	.	.	0	0	0	0	0	0
ENSG00000226166	.	.	.	.	.	0	0	0	0	0	0
AADACL3	.	.	.	.	.	0	0	0	0	0	0
CFAP107	.	.	.	.	.	0	0	0	0	0	0
PRAMEF12	.	.	.	.	.	0	0	0	0	0	0
PRAMEF1	.	.	.	.	.	0	0	0	0	0	0
LINC01784	.	.	.	.	.	0	0	0	0	0	0
PRAMEF11	.	.	.	.	.	2	1	0	0	0	0
PRAMEF30P	.	.	.	.	.	0	0	0	0	0	0
HNRNPCL1	.	.	.	.	.	0	0	0	0	1	0
PRAMEF2	.	.	.	.	.	0	0	0	0	0	0
PRAMEF4	.	.	.	.	.	0	0	0	0	0	0
ENSG00000296105	.	.	.	.	.	0	0	0	0	0	0
PRAMEF10	.	.	.	.	.	0	0	0	0	0	0
PRAMEF7	.	.	.	.	.	0	0	0	0	0	0
RNU6-1072P	.	.	.	.	.	0	0	0	0	0	0
PRAMEF29P	.	.	.	.	.	0	0	0	0	0	0
PRAMEF6	.	.	.	.	.	0	0	0	0	0	0
PRAMEF28P	.	.	.	.	.	0	0	0	0	0	0
PRAMEF27	.	.	.	.	.	0	0	0	0	0	0
HNRNPCL3	.	.	.	.	.	0	0	0	0	0	0
PRAMEF25	.	.	.	.	.	0	0	0	0	0	0
PRAMEF34P	.	.	.	.	.	0	0	0	0	0	0
PRAMEF35P	.	.	.	.	.	0	0	0	0	0	0
HNRNPCL2	.	.	.	.	.	0	0	0	0	0	0
PRAMEF36P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297821	.	.	.	.	.	0	0	0	0	0	0
ENSG00000233336	.	.	.	.	.	0	0	0	0	0	0
PRAMEF26	.	.	.	.	.	0	0	0	0	0	0
HNRNPCL4	.	.	.	.	.	0	0	0	0	0	0
PRAMEF9	.	.	.	.	.	0	0	0	0	0	0
PRAMEF13	.	.	.	.	.	0	0	0	0	0	0
PRAMEF18	.	.	.	.	.	0	0	0	0	0	0
ENSG00000295394	.	.	.	.	.	0	0	0	0	0	0
PRAMEF31P	.	.	.	.	.	0	0	0	0	0	0
PRAMEF5	.	.	.	.	.	0	0	0	0	0	0
PRAMEF32P	.	.	.	.	.	0	0	0	0	0	0
RNU6-771P	.	.	.	.	.	0	0	0	0	0	0
PRAMEF8	.	.	.	.	.	0	0	0	0	0	0
PRAMEF33	.	.	.	.	.	0	0	0	0	0	0
PRAMEF15	.	.	.	.	.	0	0	0	0	0	0
ENSG00000228229	.	.	.	.	.	0	0	0	0	0	0
PRAMEF14	.	.	.	.	.	0	0	0	0	0	0
PRAMEF19	.	.	.	.	.	0	0	0	0	0	0
PRAMEF17	.	.	.	.	.	0	0	0	0	0	0
PRAMEF20	.	.	.	.	.	0	0	0	0	0	0
ENSG00000307992	.	.	.	.	.	0	0	0	0	0	0
ENSG00000295011	.	.	.	.	.	0	0	0	0	0	0
LRRC38	.	.	.	.	.	0	0	0	0	0	0
ENSG00000301663	.	.	.	.	.	0	0	0	0	0	0
ENSG00000259961	.	.	.	.	.	0	0	0	0	0	0
BRWD1P1	.	.	.	.	.	0	0	0	0	0	0
PDPN	.	.	.	.	.	4	46	0	11	5	0
RNA5SP41	.	.	.	.	.	0	0	0	0	0	0
ENSG00000237445	.	.	.	.	.	0	0	0	0	0	0
ENSG00000295237	.	.	.	.	.	0	0	0	0	0	0
ENSG00000253085	.	.	.	.	.	0	0	0	0	0	0
PRDM2	.	.	.	.	.	690	598	827	696	845	850
ENSG00000289380	.	.	.	.	.	3	0	4	0	2	2
ENSG00000304226	.	.	.	.	.	0	0	0	0	1	0
KAZN	.	.	.	.	.	0	9	2	0	0	0
RNU6-1265P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000231606	.	.	.	.	.	0	0	0	0	0	0
KAZN-AS1	.	.	.	.	.	0	2	0	0	0	0
ENSG00000302124	.	.	.	.	.	0	0	0	0	0	0
TBCAP2	.	.	.	.	.	0	0	0	0	0	0
ENSG00000287756	.	.	.	.	.	0	0	0	0	0	0
ENSG00000294214	.	.	.	.	.	0	0	0	0	0	0
ENSG00000294586	.	.	.	.	.	0	1	0	0	0	0
ENSG00000293964	.	.	.	.	.	0	0	0	0	0	0
TMEM51-AS1	.	.	.	.	.	0	0	0	0	2	0
ENSG00000310342	.	.	.	.	.	0	0	0	0	0	0
TMEM51	.	.	.	.	.	48	70	31	80	80	10
TMEM51-AS2	.	.	.	.	.	1	0	0	0	0	1
MFFP1	.	.	.	.	.	0	0	0	0	2	0
ZBTB2P1	.	.	.	.	.	0	0	0	0	0	0
FHAD1	.	.	.	.	.	0	12	8	2	7	2
EFHD2-AS1	.	.	.	.	.	2	0	1	2	0	0
FHAD1-AS1	.	.	.	.	.	0	0	0	0	0	2
ENSG00000236045	.	.	.	.	.	0	0	0	0	0	0
EFHD2	.	.	.	.	.	463	1189	865	586	704	888
CTRC	.	.	.	.	.	0	4	0	0	1	0
CELA2A	.	.	.	.	.	0	0	0	0	0	0
CELA2B	.	.	.	.	.	0	0	1	1	1	0
CASP9	.	.	.	.	.	121	115	99	134	239	113
DNAJC16	.	.	.	.	.	517	770	805	667	907	671
SCARNA21B	.	.	.	.	.	5	0	0	0	0	0
ENSG00000272510	.	.	.	.	.	2	0	0	1	0	0
AGMAT	.	.	.	.	.	8	1	4	11	9	26
ENSG00000237301	.	.	.	.	.	0	4	0	4	0	2
CHCHD2P6	.	.	.	.	.	0	2	3	1	1	6
RNU7-179P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000294489	.	.	.	.	.	0	0	0	0	2	0
CD24P1	.	.	.	.	.	0	0	0	0	0	0
DDI2	.	.	.	.	.	391	346	368	508	693	462
RSC1A1	.	.	.	.	.	1	0	0	0	0	0
PLEKHM2	.	.	.	.	.	794	1118	1196	1076	1265	1326
ENSG00000271742	.	.	.	.	.	0	0	0	0	0	0
ENSG00000237938	.	.	.	.	.	7	7	3	5	0	6
SLC25A34	.	.	.	.	.	4	3	0	4	5	9
SLC25A34-AS1	.	.	.	.	.	0	0	0	0	0	1
TMEM82	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297277	.	.	.	.	.	1	0	2	0	3	0
FBLIM1	.	.	.	.	.	562	521	916	1486	1230	1716
SPEN-AS1	.	.	.	.	.	45	35	30	23	67	52
RPL12P14	.	.	.	.	.	0	0	0	0	0	0
UQCRHL	.	.	.	.	.	14	12	15	20	35	27
ENSG00000178715	.	.	.	.	.	0	4	1	0	1	6
SPEN	.	.	.	.	.	1270	1509	1166	1220	1434	1232
ENSG00000270620	.	.	.	.	.	0	0	0	0	0	0
ZBTB17	.	.	.	.	.	195	288	183	151	256	254
ENSG00000234607	.	.	.	.	.	1	2	0	0	0	0
ENSG00000231353	.	.	.	.	.	0	0	0	0	0	0
ENSG00000275503	.	.	.	.	.	0	0	0	0	0	0
TBC1D3P6	.	.	.	.	.	0	0	0	0	0	0
SRARP	.	.	.	.	.	0	0	0	0	0	0
ENSG00000233078	.	.	.	.	.	0	0	0	0	0	0
HSPB7	.	.	.	.	.	2	14	2	2	16	28
CLCNKA	.	.	.	.	.	0	2	0	0	0	0
ENSG00000307216	.	.	.	.	.	0	2	3	0	4	4
FAM131C2P	.	.	.	.	.	0	0	0	0	0	0
CLCNKB	.	.	.	.	.	3	1	2	0	0	4
FAM131C	.	.	.	.	.	2	6	20	4	1	6
EPHA2	.	.	.	.	.	2145	2807	2795	1889	3004	3004
EPHA2-AS1	.	.	.	.	.	18	17	21	10	26	28
ENSG00000297531	.	.	.	.	.	2	1	3	0	3	0
ARHGEF19	.	.	.	.	.	47	61	43	35	60	39
ENSG00000291077	.	.	.	.	.	4	4	4	1	2	2
ANO7L1	.	.	.	.	.	2	2	0	0	0	0
ENSG00000288398	.	.	.	.	.	61	75	56	25	82	48
CPLANE2	.	.	.	.	.	45	51	43	30	46	29
ENSG00000293791	.	.	.	.	.	0	2	0	0	0	1
MT1XP1	.	.	.	.	.	0	0	0	0	0	0
FBXO42	.	.	.	.	.	456	500	491	421	636	492
SZRD1	.	.	.	.	.	1062	1415	1186	1320	1867	1552
RPL22P3	.	.	.	.	.	2	3	0	6	0	0
SPATA21	.	.	.	.	.	1	2	3	0	1	2
NECAP2	.	.	.	.	.	407	549	577	560	675	742
CROCCP3	.	.	.	.	.	10	23	30	31	33	32
LINC01772	.	.	.	.	.	16	12	22	11	20	12
ENSG00000306228	.	.	.	.	.	2	0	0	0	1	0
RNU1-1	.	.	.	.	.	2	2	2	1	2	3
ENSG00000224174	.	.	.	.	.	3	0	0	0	0	0
LINC01783	.	.	.	.	.	34	42	18	2	4	7
RNU1-6P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000298308	.	.	.	.	.	0	2	0	0	0	2
PDE4DIPP8	.	.	.	.	.	0	0	1	0	0	0
NBPF1	.	.	.	.	.	348	473	326	275	477	373
ENSG00000271732	.	.	.	.	.	7	2	7	3	3	6
ENSG00000291072	.	.	.	.	.	91	97	90	105	146	93
CROCCP2	.	.	.	.	.	4	1	3	2	3	0
ENSG00000283773	.	.	.	.	.	0	0	0	0	0	0
ENSG00000293920	.	.	.	.	.	0	0	0	0	0	0
ENSG00000293901	.	.	.	.	.	0	0	0	0	0	0
MST1P2	.	.	.	.	.	0	0	3	0	0	0
ENSG00000282143	.	.	.	.	.	0	0	0	0	0	0
RNU1-3	.	.	.	.	.	0	0	0	0	2	1
ENSG00000280114	.	.	.	.	.	0	0	3	0	1	0
ENSG00000290849	.	.	.	.	.	59	56	68	77	72	95
EIF1AXP1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000296694	.	.	.	.	.	0	0	0	0	0	0
ESPNP	.	.	.	.	.	0	0	0	0	0	0
ENSG00000279151	.	.	.	.	.	0	0	0	0	0	0
ENSG00000293526	.	.	.	.	.	0	0	0	0	0	0
ENSG00000282740	.	.	.	.	.	0	0	0	0	2	0
CROCC	.	.	.	.	.	89	135	102	118	174	135
ENSG00000290850	.	.	.	.	.	0	2	0	0	0	0
RNU1-4	.	.	.	.	.	3	3	1	0	8	2
CROCCP4	.	.	.	.	.	0	0	0	0	0	0
ENSG00000290851	.	.	.	.	.	2	0	0	0	1	0
MST1L	.	.	.	.	.	0	0	0	0	0	0
ENSG00000223643	.	.	.	.	.	0	0	0	0	0	0
PDE4DIPP9	.	.	.	.	.	1	0	0	0	0	0
MIR3675	.	.	.	.	.	1	0	0	0	0	0
ENSG00000302843	.	.	.	.	.	0	1	1	0	0	0
LINC03126	.	.	.	.	.	33	19	10	0	0	6
RNU1-5P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000238142	.	.	.	.	.	7	5	2	3	0	1
ENSG00000235241	.	.	.	.	.	0	0	0	0	0	0
RNU1-2	.	.	.	.	.	2	1	0	0	4	3
ENSG00000272426	.	.	.	.	.	0	2	0	0	2	0
ENSG00000290122	.	.	.	.	.	28	21	21	3	0	3
MFAP2	.	.	.	.	.	64	65	109	196	202	368
ENSG00000286898	.	.	.	.	.	0	0	0	0	1	0
ENSG00000226526	.	.	.	.	.	0	0	0	0	0	0
ATP13A2	.	.	.	.	.	372	259	384	791	888	802
ENSG00000288636	.	.	.	.	.	0	0	0	0	0	0
SDHB	.	.	.	.	.	768	1077	934	863	1180	1314
PADI2	.	.	.	.	.	0	0	0	12	13	4
LINC02783	.	.	.	.	.	0	2	1	4	2	4
ENSG00000282843	.	.	.	.	.	0	0	1	0	0	0
PADI1	.	.	.	.	.	3	6	2	34	23	36
PADI3	.	.	.	.	.	32	8	8	30	68	27
MIR3972	.	.	.	.	.	0	0	0	0	0	0
PADI4	.	.	.	.	.	0	0	0	2	6	3
PADI6	.	.	.	.	.	1	0	0	0	0	0
RCC2	.	.	.	.	.	1004	1096	1170	1797	2098	1866
RCC2-AS1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000308620	.	.	.	.	.	0	1	3	1	4	3
ENSG00000290096	.	.	.	.	.	0	0	0	2	0	3
ENSG00000307703	.	.	.	.	.	4	0	0	0	0	3
ENSG00000306620	.	.	.	.	.	0	0	0	0	0	0
ARHGEF10L	.	.	.	.	.	49	79	75	184	174	116
ENSG00000302710	.	.	.	.	.	0	0	0	0	0	0
LINC02810	.	.	.	.	.	0	0	0	0	0	0
ACTL8	.	.	.	.	.	0	0	0	0	0	0
ENSG00000296176	.	.	.	.	.	0	0	0	0	0	1
ENSG00000296161	.	.	.	.	.	0	0	0	0	0	0
ENSG00000284653	.	.	.	.	.	0	0	0	0	0	0
ENSG00000302372	.	.	.	.	.	0	0	0	0	0	0
LINC01654	.	.	.	.	.	0	0	0	0	0	0
IGSF21	.	.	.	.	.	0	0	0	0	0	0
ENSG00000280222	.	.	.	.	.	0	0	0	0	0	0
ENSG00000293810	.	.	.	.	.	0	0	0	0	0	0
IGSF21-AS1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000293766	.	.	.	.	.	0	0	0	0	0	0
ENSG00000225387	.	.	.	.	.	0	0	0	0	0	0
ENSG00000294535	.	.	.	.	.	0	0	0	0	0	0
KLHDC7A	.	.	.	.	.	0	0	0	0	1	0
DYNLL1P3	.	.	.	.	.	0	0	0	0	0	0
ENSG00000225478	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300147	.	.	.	.	.	0	0	0	0	0	0
PAX7	.	.	.	.	.	0	0	0	0	0	0
ENSG00000308985	.	.	.	.	.	0	0	0	0	0	0
TAS1R2	.	.	.	.	.	0	0	0	0	0	0
ALDH4A1	.	.	.	.	.	97	82	60	91	140	97
MIR4695	.	.	.	.	.	0	0	0	0	0	0
MIR1290	.	.	.	.	.	0	0	0	0	0	0
ENSG00000310349	.	.	.	.	.	2	1	0	0	0	0
IFFO2	.	.	.	.	.	388	365	581	516	659	589
ENSG00000295712	.	.	.	.	.	2	0	0	0	1	0
ENSG00000308389	.	.	.	.	.	0	0	0	0	0	0
ENSG00000307102	.	.	.	.	.	0	1	0	0	0	0
ENSG00000272084	.	.	.	.	.	9	8	5	4	7	6
UBR4	.	.	.	.	.	6450	5572	4293	2630	3202	3128
EMC1-AS1	.	.	.	.	.	13	9	7	8	13	17
EMC1	.	.	.	.	.	2213	2433	2466	2201	3443	2902
MRTO4	.	.	.	.	.	345	706	455	378	459	532
ENSG00000286064	.	.	.	.	.	0	6	3	4	2	2
AKR7L	.	.	.	.	.	12	4	0	3	3	7
AKR7A3	.	.	.	.	.	1	1	0	1	3	3
ENSG00000270728	.	.	.	.	.	10	14	19	17	20	15
ENSG00000308073	.	.	.	.	.	42	30	37	54	94	37
AKR7A2	.	.	.	.	.	529	450	571	826	907	858
RNU6-1099P	.	.	.	.	.	0	0	1	0	0	4
SLC66A1	.	.	.	.	.	190	229	171	207	229	233
CAPZB	.	.	.	.	.	2408	2148	2672	4275	6119	5888
ENSG00000306364	.	.	.	.	.	1	1	2	0	2	2
RN7SL277P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000306329	.	.	.	.	.	0	3	2	1	0	0
MICOS10	.	.	.	.	.	217	245	326	269	316	329
ENSG00000306287	.	.	.	.	.	0	0	0	0	0	0
RNU4-28P	.	.	.	.	.	0	0	0	0	0	0
MICOS10-DT	.	.	.	.	.	0	0	0	1	0	0
NBL1	.	.	.	.	.	542	191	557	740	869	545
MICOS10-NBL1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000226396	.	.	.	.	.	4	2	0	4	4	5
ENSG00000306350	.	.	.	.	.	1	1	3	1	0	3
HTR6	.	.	.	.	.	2	2	2	0	8	2
TMCO4	.	.	.	.	.	209	262	163	202	253	237
RNF186	.	.	.	.	.	0	0	0	0	0	0
RNF186-AS1	.	.	.	.	.	0	0	0	0	0	0
OTUD3	.	.	.	.	.	121	249	214	206	317	260
ENSG00000308515	.	.	.	.	.	3	2	5	0	4	3
PLA2G2E	.	.	.	.	.	0	1	1	0	0	0
RN7SL304P	.	.	.	.	.	0	0	0	0	0	0
PLA2G2A	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297402	.	.	.	.	.	0	0	0	0	0	0
PLA2G5	.	.	.	.	.	0	1	0	0	2	0
PLA2G2D	.	.	.	.	.	0	2	0	0	0	0
ENSG00000307383	.	.	.	.	.	0	0	0	0	0	0
PLA2G2F	.	.	.	.	.	0	0	0	0	0	0
ENSG00000227066	.	.	.	.	.	0	0	0	0	0	0
PLA2G2C	.	.	.	.	.	0	0	0	0	0	0
UBXN10	.	.	.	.	.	0	0	0	0	0	0
LINC01757	.	.	.	.	.	0	0	0	0	0	0
ENSG00000284710	.	.	.	.	.	0	0	0	0	0	0
VWA5B1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000226664	.	.	.	.	.	0	0	0	0	0	0
ENSG00000304627	.	.	.	.	.	0	0	0	0	0	0
LINC01141	.	.	.	.	.	0	4	13	2	1	0
ENSG00000226487	.	.	.	.	.	0	0	0	0	0	0
ENSG00000284641	.	.	.	.	.	0	0	0	0	0	0
ENSG00000284743	.	.	.	.	.	0	0	0	0	0	0
ENSG00000296909	.	.	.	.	.	0	0	0	0	0	0
CAMK2N1	.	.	.	.	.	445	446	2073	167	203	378
ENSG00000289402	.	.	.	.	.	0	6	3	0	1	0
MUL1	.	.	.	.	.	451	464	513	441	576	478
RPS4XP4	.	.	.	.	.	0	0	0	0	0	0
FAM43B	.	.	.	.	.	19	113	137	2	0	4
CDA	.	.	.	.	.	8	50	27	9	9	25
PINK1	.	.	.	.	.	578	742	602	363	559	481
MIR6084	.	.	.	.	.	0	0	0	0	0	0
PINK1-AS	.	.	.	.	.	49	44	53	113	149	96
DDOST	.	.	.	.	.	2951	3079	2970	4789	6301	5557
ENSG00000296887	.	.	.	.	.	0	0	2	0	1	0
KIF17	.	.	.	.	.	21	20	23	0	3	11
ENSG00000235432	.	.	.	.	.	0	0	0	0	0	0
SH2D5	.	.	.	.	.	41	163	96	34	23	48
ENSG00000298940	.	.	.	.	.	0	1	0	0	0	2
ENSG00000233069	.	.	.	.	.	0	3	0	0	0	0
HP1BP3	.	.	.	.	.	1795	1824	1824	2550	3911	3449
EIF4G3	.	.	.	.	.	1695	1714	1728	2007	2616	2071
RNU7-200P	.	.	.	.	.	1	0	0	0	0	0
MIR1256	.	.	.	.	.	0	0	0	0	0	1
RPS15AP6	.	.	.	.	.	0	1	0	0	1	0
ENSG00000236073	.	.	.	.	.	2	0	0	0	1	0
HSPE1P27	.	.	.	.	.	5	1	0	1	0	0
ENSG00000287192	.	.	.	.	.	0	0	2	0	3	1
ECE1	.	.	.	.	.	1317	1246	2097	1837	2038	3600
ENSG00000236936	.	.	.	.	.	1	2	2	0	0	4
ECE1-AS1	.	.	.	.	.	1	1	4	0	0	0
ENSG00000296859	.	.	.	.	.	0	0	0	0	0	0
PPP1R11P1	.	.	.	.	.	0	0	0	0	2	0
PDE4DIPP10	.	.	.	.	.	0	0	0	0	0	0
ENSG00000236009	.	.	.	.	.	0	0	0	0	0	0
NBPF2P	.	.	.	.	.	14	30	31	22	36	34
HS6ST1P1	.	.	.	.	.	11	2	6	8	3	8
CROCCP5	.	.	.	.	.	0	0	0	0	0	0
ENSG00000295832	.	.	.	.	.	0	0	0	0	0	0
NBPF3	.	.	.	.	.	147	167	148	188	256	264
PFN1P10	.	.	.	.	.	0	0	0	0	0	0
ALPL	.	.	.	.	.	0	0	0	2	0	0
ENSG00000298372	.	.	.	.	.	0	0	0	0	0	0
ENSG00000289715	.	.	.	.	.	0	0	0	0	0	0
ENSG00000305564	.	.	.	.	.	0	0	0	0	0	0
LINC02596	.	.	.	.	.	0	0	0	0	0	0
RAP1GAP	.	.	.	.	.	34	36	15	96	102	101
USP48	.	.	.	.	.	699	801	857	815	1270	1048
ENSG00000231978	.	.	.	.	.	0	2	0	0	0	0
LDLRAD2	.	.	.	.	.	4	4	0	0	0	3
HSPG2	.	.	.	.	.	3778	2640	3414	1426	1275	3276
ENSG00000305448	.	.	.	.	.	0	2	0	0	0	0
RPL21P29	.	.	.	.	.	2	3	0	0	0	2
ENSG00000293453	.	.	.	.	.	0	0	0	0	0	0
ENSG00000283234	.	.	.	.	.	0	0	0	0	0	0
CELA3B	.	.	.	.	.	0	0	0	0	0	0
ENSG00000285959	.	.	.	.	.	0	0	0	0	0	0
RN7SL386P	.	.	.	.	.	0	0	0	0	0	0
RNU6-1022P	.	.	.	.	.	0	0	0	0	0	0
CELA3A	.	.	.	.	.	0	0	0	0	0	0
RN7SL186P	.	.	.	.	.	0	0	0	0	0	0
RNU6-776P	.	.	.	.	.	0	0	0	0	0	0
LINC01635	.	.	.	.	.	2	0	0	0	0	0
LINC00339	.	.	.	.	.	3	0	2	0	7	3
ENSG00000289694	.	.	.	.	.	0	0	0	0	0	0
CDC42-AS1	.	.	.	.	.	4	3	1	3	3	3
ENSG00000285794	.	.	.	.	.	0	0	0	0	0	0
CDC42	.	.	.	.	.	72	113	75	67	63	107
CDC42-IT1	.	.	.	.	.	3	3	5	4	1	2
MPHOSPH6P1	.	.	.	.	.	4	1	0	2	3	1
ENSG00000305135	.	.	.	.	.	0	0	0	0	0	0
WNT4	.	.	.	.	.	1	8	4	2	0	0
ENSG00000305152	.	.	.	.	.	0	0	0	0	0	0
ENSG00000285873	.	.	.	.	.	0	3	2	0	1	0
ENSG00000294752	.	.	.	.	.	1	2	2	0	2	1
MIR4418	.	.	.	.	.	0	0	0	0	0	0
ENSG00000294164	.	.	.	.	.	0	0	0	0	0	0
ENSG00000302675	.	.	.	.	.	0	0	2	0	0	0
